prefix,resource,organisation,reference,entity
conservation-area,,government-organisation:PB1164,6440,44002505
conservation-area,,local-authority-eng:LND,733160,44002505
conservation-area,,local-authority-eng:LND,COA00001025,44002505
conservation-area,,government-organisation:PB1164,6355,44002506
conservation-area,,local-authority-eng:LND,733173,44002506
conservation-area,,local-authority-eng:LND,COA00001027,44002506
conservation-area,,government-organisation:PB1164,6442,44002507
conservation-area,,local-authority-eng:LND,733159,44002507
conservation-area,,local-authority-eng:LND,COA00001030,44002507
conservation-area,,government-organisation:PB1164,6398,44002508
conservation-area,,local-authority-eng:LND,733164,44002508
conservation-area,,local-authority-eng:LND,COA00001024,44002508
conservation-area,,government-organisation:PB1164,6445,44002509
conservation-area,,local-authority-eng:LND,733165,44002509
conservation-area,,local-authority-eng:LND,COA00001026,44002509
conservation-area,,government-organisation:PB1164,6332,44002510
conservation-area,,local-authority-eng:LND,733166,44002510
conservation-area,,local-authority-eng:LND,COA00001035,44002510
conservation-area,,government-organisation:PB1164,6340,44002511
conservation-area,,local-authority-eng:LND,733161,44002511
conservation-area,,local-authority-eng:LND,COA00001029,44002511
conservation-area,,government-organisation:PB1164,6444,44002512
conservation-area,,local-authority-eng:LND,733171,44002512
conservation-area,,local-authority-eng:LND,COA00001028,44002512
conservation-area,,government-organisation:PB1164,6446,44002513
conservation-area,,local-authority-eng:LND,733157,44002513
conservation-area,,local-authority-eng:LND,COA00001032,44002513
conservation-area,,government-organisation:PB1164,6389,44002514
conservation-area,,local-authority-eng:LND,733163,44002514
conservation-area,,local-authority-eng:LND,COA00001031,44002514
conservation-area,,government-organisation:PB1164,6337,44002515
conservation-area,,local-authority-eng:LND,733172,44002515
conservation-area,,local-authority-eng:LND,COA00001034,44002515
conservation-area,,government-organisation:PB1164,3153,44002516
conservation-area,,government-organisation:PB1164,3133,44002517
conservation-area,,government-organisation:PB1164,3154,44002518
conservation-area,,government-organisation:PB1164,3151,44002519
conservation-area,,government-organisation:PB1164,3137,44002520
conservation-area,,government-organisation:PB1164,3149,44002521
conservation-area,,government-organisation:PB1164,3146,44002522
conservation-area,,government-organisation:PB1164,3143,44002523
conservation-area,,government-organisation:PB1164,3138,44002524
conservation-area,,government-organisation:PB1164,3128,44002525
conservation-area,,government-organisation:PB1164,3127,44002526
conservation-area,,government-organisation:PB1164,3136,44002527
conservation-area,,government-organisation:PB1164,3147,44002528
conservation-area,,government-organisation:PB1164,3145,44002529
conservation-area,,government-organisation:PB1164,3148,44002530
conservation-area,,government-organisation:PB1164,3130,44002531
conservation-area,,government-organisation:PB1164,3141,44002532
conservation-area,,government-organisation:PB1164,3135,44002533
conservation-area,,government-organisation:PB1164,3131,44002534
conservation-area,,government-organisation:PB1164,3150,44002535
conservation-area,,government-organisation:PB1164,3129,44002536
conservation-area,,government-organisation:PB1164,3134,44002537
conservation-area,,government-organisation:PB1164,3144,44002538
conservation-area,,government-organisation:PB1164,3132,44002539
conservation-area,,government-organisation:PB1164,3142,44002540
conservation-area,,government-organisation:PB1164,9708,44002541
conservation-area,,government-organisation:PB1164,9713,44002542
conservation-area,,government-organisation:PB1164,9720,44002543
conservation-area,,government-organisation:PB1164,9719,44002544
conservation-area,,government-organisation:PB1164,9728,44002545
conservation-area,,government-organisation:PB1164,9717,44002546
conservation-area,,government-organisation:PB1164,9712,44002547
conservation-area,,government-organisation:PB1164,2723,44002548
conservation-area,,government-organisation:PB1164,2745,44002549
conservation-area,,government-organisation:PB1164,8905,44002550
conservation-area,,government-organisation:PB1164,5994,44002551
conservation-area,,government-organisation:PB1164,4801,44002552
conservation-area,,government-organisation:PB1164,4807,44002553
conservation-area,,government-organisation:PB1164,4808,44002554
conservation-area,,government-organisation:PB1164,6006,44002555
conservation-area,,government-organisation:PB1164,5979,44002556
conservation-area,,government-organisation:PB1164,4805,44002557
conservation-area,,government-organisation:PB1164,5988,44002558
conservation-area,,government-organisation:PB1164,5981,44002559
conservation-area,,government-organisation:PB1164,5985,44002560
conservation-area,,government-organisation:PB1164,6052,44002561
conservation-area,,government-organisation:PB1164,5703,44002562
conservation-area,,government-organisation:PB1164,5716,44002563
conservation-area,,government-organisation:PB1164,5718,44002564
conservation-area,,government-organisation:PB1164,5719,44002565
conservation-area,,government-organisation:PB1164,5704,44002566
conservation-area,,government-organisation:PB1164,5708,44002567
conservation-area,,government-organisation:PB1164,5606,44002568
conservation-area,,government-organisation:PB1164,5711,44002569
conservation-area,,government-organisation:PB1164,5713,44002570
conservation-area,,government-organisation:PB1164,5714,44002571
conservation-area,,government-organisation:PB1164,5710,44002572
conservation-area,,government-organisation:PB1164,559,44002573
conservation-area,,government-organisation:PB1164,5717,44002574
conservation-area,,government-organisation:PB1164,5720,44002575
conservation-area,,government-organisation:PB1164,5712,44002576
conservation-area,,government-organisation:PB1164,5705,44002577
conservation-area,,government-organisation:PB1164,5715,44002578
conservation-area,,government-organisation:PB1164,5176,44002579
conservation-area,,government-organisation:PB1164,5172,44002580
conservation-area,,government-organisation:PB1164,7595,44002581
conservation-area,,government-organisation:PB1164,5170,44002582
conservation-area,,government-organisation:PB1164,5174,44002583
conservation-area,,government-organisation:PB1164,5168,44002584
conservation-area,,government-organisation:PB1164,5182,44002585
conservation-area,,government-organisation:PB1164,5155,44002586
conservation-area,,government-organisation:PB1164,5156,44002587
conservation-area,,government-organisation:PB1164,5178,44002588
conservation-area,,government-organisation:PB1164,9008,44002589
conservation-area,,government-organisation:PB1164,9011,44002590
conservation-area,,government-organisation:PB1164,9009,44002591
conservation-area,,government-organisation:PB1164,9012,44002592
conservation-area,,government-organisation:PB1164,9007,44002593
conservation-area,,government-organisation:PB1164,9006,44002594
conservation-area,,government-organisation:PB1164,9010,44002595
conservation-area,,government-organisation:PB1164,7104,44002596
conservation-area,,local-authority-eng:CON,5,44002596
conservation-area,,local-authority-eng:CON,DCO181,44002596
conservation-area,,government-organisation:PB1164,7120,44002597
conservation-area,,government-organisation:PB1164,7121,44002598
conservation-area,,local-authority-eng:CON,7,44002598
conservation-area,,local-authority-eng:CON,DCO75,44002598
conservation-area,,government-organisation:PB1164,7114,44002599
conservation-area,,local-authority-eng:CON,8,44002599
conservation-area,,local-authority-eng:CON,DCO76,44002599
conservation-area,,government-organisation:PB1164,9642,44002600
conservation-area,,local-authority-eng:CON,9,44002600
conservation-area,,local-authority-eng:CON,DCO1772,44002600
conservation-area,,government-organisation:PB1164,7105,44002601
conservation-area,,local-authority-eng:CON,29,44002601
conservation-area,,local-authority-eng:CON,DCO65,44002601
conservation-area,,government-organisation:PB1164,7125,44002602
conservation-area,,local-authority-eng:CON,30,44002602
conservation-area,,local-authority-eng:CON,DCO176,44002602
conservation-area,,government-organisation:PB1164,7099,44002603
conservation-area,,local-authority-eng:CON,102,44002603
conservation-area,,local-authority-eng:CON,DCO66,44002603
conservation-area,,government-organisation:PB1164,7109,44002604
conservation-area,,local-authority-eng:CON,103,44002604
conservation-area,,local-authority-eng:CON,DCO62,44002604
conservation-area,,government-organisation:PB1164,7108,44002605
conservation-area,,local-authority-eng:CON,104,44002605
conservation-area,,local-authority-eng:CON,DCO183,44002605
conservation-area,,government-organisation:PB1164,7103,44002606
conservation-area,,local-authority-eng:CON,105,44002606
conservation-area,,local-authority-eng:CON,DCO64,44002606
conservation-area,,government-organisation:PB1164,7127,44002607
conservation-area,,local-authority-eng:CON,106,44002607
conservation-area,,local-authority-eng:CON,DCO71,44002607
conservation-area,,government-organisation:PB1164,7106,44002608
conservation-area,,local-authority-eng:CON,107,44002608
conservation-area,,local-authority-eng:CON,DCO68,44002608
conservation-area,,government-organisation:PB1164,7113,44002609
conservation-area,,local-authority-eng:CON,108,44002609
conservation-area,,local-authority-eng:CON,DCO182,44002609
conservation-area,,government-organisation:PB1164,7110,44002610
conservation-area,,local-authority-eng:CON,109,44002610
conservation-area,,local-authority-eng:CON,DCO63,44002610
conservation-area,,government-organisation:PB1164,7100,44002611
conservation-area,,local-authority-eng:CON,110,44002611
conservation-area,,local-authority-eng:CON,DCO61,44002611
conservation-area,,government-organisation:PB1164,7118,44002612
conservation-area,,local-authority-eng:CON,111,44002612
conservation-area,,local-authority-eng:CON,DCO72,44002612
conservation-area,,government-organisation:PB1164,7117,44002613
conservation-area,,local-authority-eng:CON,112,44002613
conservation-area,,local-authority-eng:CON,DCO73,44002613
conservation-area,,government-organisation:PB1164,7124,44002614
conservation-area,,local-authority-eng:CON,113,44002614
conservation-area,,local-authority-eng:CON,DCO178,44002614
conservation-area,,government-organisation:PB1164,7119,44002615
conservation-area,,local-authority-eng:CON,114,44002615
conservation-area,,local-authority-eng:CON,DCO70,44002615
conservation-area,,government-organisation:PB1164,7097,44002616
conservation-area,,local-authority-eng:CON,116,44002616
conservation-area,,local-authority-eng:CON,DCO174,44002616
conservation-area,,government-organisation:PB1164,7126,44002617
conservation-area,,local-authority-eng:CON,117,44002617
conservation-area,,local-authority-eng:CON,DCO179,44002617
conservation-area,,government-organisation:PB1164,7112,44002618
conservation-area,,local-authority-eng:CON,118,44002618
conservation-area,,local-authority-eng:CON,DCO177,44002618
conservation-area,,government-organisation:PB1164,7095,44002619
conservation-area,,local-authority-eng:CON,119,44002619
conservation-area,,local-authority-eng:CON,DCO172,44002619
conservation-area,,government-organisation:PB1164,7096,44002620
conservation-area,,local-authority-eng:CON,120,44002620
conservation-area,,local-authority-eng:CON,DCO173,44002620
conservation-area,,government-organisation:PB1164,7107,44002621
conservation-area,,local-authority-eng:CON,129,44002621
conservation-area,,local-authority-eng:CON,DCO78,44002621
conservation-area,,government-organisation:PB1164,7122,44002622
conservation-area,,local-authority-eng:CON,134,44002622
conservation-area,,local-authority-eng:CON,DCO60,44002622
conservation-area,,government-organisation:PB1164,7098,44002623
conservation-area,,local-authority-eng:CON,135,44002623
conservation-area,,local-authority-eng:CON,DCO175,44002623
conservation-area,,government-organisation:PB1164,7111,44002624
conservation-area,,local-authority-eng:CON,136,44002624
conservation-area,,local-authority-eng:CON,DCO77,44002624
conservation-area,,government-organisation:PB1164,7102,44002625
conservation-area,,local-authority-eng:CON,4,44002625
conservation-area,,local-authority-eng:CON,DCO79,44002625
conservation-area,,government-organisation:PB1164,7101,44002626
conservation-area,,local-authority-eng:CON,101,44002626
conservation-area,,local-authority-eng:CON,DCO80,44002626
conservation-area,,government-organisation:PB1164,7115,44002627
conservation-area,,local-authority-eng:CON,28,44002627
conservation-area,,local-authority-eng:CON,DCO180,44002627
conservation-area,,government-organisation:PB1164,7116,44002628
conservation-area,,local-authority-eng:CON,6,44002628
conservation-area,,local-authority-eng:CON,DCO69,44002628
conservation-area,,government-organisation:PB1164,9155,44002629
conservation-area,,local-authority-eng:CON,122,44002629
conservation-area,,local-authority-eng:CON,DCO87,44002629
conservation-area,,government-organisation:PB1164,9145,44002630
conservation-area,,local-authority-eng:CON,123,44002630
conservation-area,,local-authority-eng:CON,DCO90,44002630
conservation-area,,government-organisation:PB1164,9148,44002631
conservation-area,,local-authority-eng:CON,124,44002631
conservation-area,,local-authority-eng:CON,DCO89,44002631
conservation-area,,government-organisation:PB1164,9150,44002632
conservation-area,,local-authority-eng:CON,125,44002632
conservation-area,,local-authority-eng:CON,DCO86,44002632
conservation-area,,government-organisation:PB1164,9143,44002633
conservation-area,,local-authority-eng:CON,126,44002633
conservation-area,,local-authority-eng:CON,DCO91,44002633
conservation-area,,government-organisation:PB1164,9146,44002634
conservation-area,,local-authority-eng:CON,127,44002634
conservation-area,,local-authority-eng:CON,DCO83,44002634
conservation-area,,government-organisation:PB1164,9144,44002635
conservation-area,,local-authority-eng:CON,130,44002635
conservation-area,,local-authority-eng:CON,DCO59,44002635
conservation-area,,government-organisation:PB1164,9140,44002636
conservation-area,,local-authority-eng:CON,131,44002636
conservation-area,,local-authority-eng:CON,DCO82,44002636
conservation-area,,government-organisation:PB1164,9142,44002637
conservation-area,,local-authority-eng:CON,12,44002637
conservation-area,,local-authority-eng:CON,DCO84,44002637
conservation-area,,government-organisation:PB1164,2948,44002638
conservation-area,,local-authority-eng:CON,10,44002638
conservation-area,,local-authority-eng:CON,DCO130,44002638
conservation-area,,government-organisation:PB1164,2951,44002639
conservation-area,,local-authority-eng:CON,13,44002639
conservation-area,,local-authority-eng:CON,DCO133,44002639
conservation-area,,government-organisation:PB1164,2935,44002640
conservation-area,,local-authority-eng:CON,14,44002640
conservation-area,,local-authority-eng:CON,DCO123,44002640
conservation-area,,government-organisation:PB1164,2955,44002641
conservation-area,,local-authority-eng:CON,15,44002641
conservation-area,,local-authority-eng:CON,DCO137,44002641
conservation-area,,government-organisation:PB1164,2548,44002642
conservation-area,,local-authority-eng:CON,52,44002642
conservation-area,,local-authority-eng:CON,DCO164,44002642
conservation-area,,government-organisation:PB1164,708,44002643
conservation-area,,local-authority-eng:CON,53,44002643
conservation-area,,local-authority-eng:CON,DCO147,44002643
conservation-area,,government-organisation:PB1164,735,44002644
conservation-area,,local-authority-eng:CON,54,44002644
conservation-area,,local-authority-eng:CON,DCO158,44002644
conservation-area,,government-organisation:PB1164,2594,44002645
conservation-area,,local-authority-eng:CON,55,44002645
conservation-area,,local-authority-eng:CON,DCO142,44002645
conservation-area,,government-organisation:PB1164,2953,44002646
conservation-area,,local-authority-eng:CON,59,44002646
conservation-area,,local-authority-eng:CON,DCO135,44002646
conservation-area,,government-organisation:PB1164,2937,44002647
conservation-area,,local-authority-eng:CON,61,44002647
conservation-area,,local-authority-eng:CON,DCO125,44002647
conservation-area,,government-organisation:PB1164,2633,44002648
conservation-area,,local-authority-eng:CON,62,44002648
conservation-area,,local-authority-eng:CON,DCO115,44002648
conservation-area,,government-organisation:PB1164,2939,44002649
conservation-area,,local-authority-eng:CON,60,44002649
conservation-area,,local-authority-eng:CON,DCO110,44002649
conservation-area,,government-organisation:PB1164,2949,44002650
conservation-area,,local-authority-eng:CON,65,44002650
conservation-area,,local-authority-eng:CON,DCO131,44002650
conservation-area,,government-organisation:PB1164,2945,44002651
conservation-area,,local-authority-eng:CON,66,44002651
conservation-area,,local-authority-eng:CON,DCO127,44002651
conservation-area,,government-organisation:PB1164,2940,44002652
conservation-area,,local-authority-eng:CON,67,44002652
conservation-area,,local-authority-eng:CON,DCO109,44002652
conservation-area,,government-organisation:PB1164,2936,44002653
conservation-area,,local-authority-eng:CON,68,44002653
conservation-area,,local-authority-eng:CON,DCO124,44002653
conservation-area,,government-organisation:PB1164,2941,44002654
conservation-area,,local-authority-eng:CON,69,44002654
conservation-area,,local-authority-eng:CON,DCO112,44002654
conservation-area,,government-organisation:PB1164,2950,44002655
conservation-area,,local-authority-eng:CON,70,44002655
conservation-area,,local-authority-eng:CON,DCO132,44002655
conservation-area,,government-organisation:PB1164,2952,44002656
conservation-area,,local-authority-eng:CON,71,44002656
conservation-area,,local-authority-eng:CON,DCO134,44002656
conservation-area,,government-organisation:PB1164,2954,44002657
conservation-area,,local-authority-eng:CON,72,44002657
conservation-area,,local-authority-eng:CON,DCO136,44002657
conservation-area,,government-organisation:PB1164,2932,44002658
conservation-area,,local-authority-eng:CON,73,44002658
conservation-area,,local-authority-eng:CON,DCO111,44002658
conservation-area,,government-organisation:PB1164,2947,44002659
conservation-area,,local-authority-eng:CON,74,44002659
conservation-area,,local-authority-eng:CON,DCO129,44002659
conservation-area,,government-organisation:PB1164,2942,44002660
conservation-area,,local-authority-eng:CON,75,44002660
conservation-area,,local-authority-eng:CON,DCO114,44002660
conservation-area,,government-organisation:PB1164,2938,44002661
conservation-area,,local-authority-eng:CON,76,44002661
conservation-area,,local-authority-eng:CON,DCO126,44002661
conservation-area,,government-organisation:PB1164,2547,44002662
conservation-area,,local-authority-eng:CON,99,44002662
conservation-area,,local-authority-eng:CON,DCO162,44002662
conservation-area,,government-organisation:PB1164,2929,44002663
conservation-area,,local-authority-eng:CON,11,44002663
conservation-area,,local-authority-eng:CON,DCO119,44002663
conservation-area,,government-organisation:PB1164,2930,44002664
conservation-area,,local-authority-eng:CON,63,44002664
conservation-area,,local-authority-eng:CON,DCO121,44002664
conservation-area,,government-organisation:PB1164,2946,44002665
conservation-area,,local-authority-eng:CON,58,44002665
conservation-area,,local-authority-eng:CON,DCO128,44002665
conservation-area,,government-organisation:PB1164,780,44002666
conservation-area,,local-authority-eng:CON,56,44002666
conservation-area,,local-authority-eng:CON,DCO143,44002666
conservation-area,,government-organisation:PB1164,2536,44002667
conservation-area,,local-authority-eng:CON,57,44002667
conservation-area,,local-authority-eng:CON,DCO141,44002667
conservation-area,,government-organisation:PB1164,2542,44002668
conservation-area,,local-authority-eng:CON,27,44002668
conservation-area,,local-authority-eng:CON,DCO157,44002668
conservation-area,,government-organisation:PB1164,2541,44002669
conservation-area,,local-authority-eng:CON,31,44002669
conservation-area,,local-authority-eng:CON,DCO161,44002669
conservation-area,,government-organisation:PB1164,2652,44002670
conservation-area,,local-authority-eng:CON,33,44002670
conservation-area,,local-authority-eng:CON,DCO159,44002670
conservation-area,,government-organisation:PB1164,2539,44002671
conservation-area,,local-authority-eng:CON,34,44002671
conservation-area,,local-authority-eng:CON,DCO146,44002671
conservation-area,,government-organisation:PB1164,2592,44002672
conservation-area,,local-authority-eng:CON,38,44002672
conservation-area,,local-authority-eng:CON,DCO150,44002672
conservation-area,,government-organisation:PB1164,2543,44002673
conservation-area,,local-authority-eng:CON,39,44002673
conservation-area,,local-authority-eng:CON,DCO160,44002673
conservation-area,,government-organisation:PB1164,2595,44002674
conservation-area,,local-authority-eng:CON,45,44002674
conservation-area,,local-authority-eng:CON,DCO148,44002674
conservation-area,,government-organisation:PB1164,2544,44002675
conservation-area,,local-authority-eng:CON,46,44002675
conservation-area,,local-authority-eng:CON,DCO155,44002675
conservation-area,,government-organisation:PB1164,2546,44002676
conservation-area,,local-authority-eng:CON,49,44002676
conservation-area,,local-authority-eng:CON,DCO152,44002676
conservation-area,,government-organisation:PB1164,2550,44002677
conservation-area,,local-authority-eng:CON,50,44002677
conservation-area,,local-authority-eng:CON,DCO151,44002677
conservation-area,,government-organisation:PB1164,684,44002678
conservation-area,,local-authority-eng:CON,51,44002678
conservation-area,,local-authority-eng:CON,DCO153,44002678
conservation-area,,government-organisation:PB1164,2603,44002679
conservation-area,,local-authority-eng:CON,115,44002679
conservation-area,,local-authority-eng:CON,DCO138,44002679
conservation-area,,government-organisation:PB1164,2538,44002680
conservation-area,,local-authority-eng:CON,44,44002680
conservation-area,,local-authority-eng:CON,DCO144,44002680
conservation-area,,government-organisation:PB1164,2591,44002681
conservation-area,,local-authority-eng:CON,37,44002681
conservation-area,,local-authority-eng:CON,DCO163,44002681
conservation-area,,government-organisation:PB1164,2620,44002682
conservation-area,,local-authority-eng:CON,26,44002682
conservation-area,,local-authority-eng:CON,DCO145,44002682
conservation-area,,government-organisation:PB1164,2552,44002683
conservation-area,,local-authority-eng:CON,32,44002683
conservation-area,,local-authority-eng:CON,DCO139,44002683
conservation-area,,government-organisation:PB1164,2540,44002684
conservation-area,,local-authority-eng:CON,133,44002684
conservation-area,,local-authority-eng:CON,DCO149,44002684
conservation-area,,government-organisation:PB1164,2545,44002685
conservation-area,,local-authority-eng:CON,47,44002685
conservation-area,,local-authority-eng:CON,DCO156,44002685
conservation-area,,government-organisation:PB1164,2551,44002686
conservation-area,,local-authority-eng:CON,48,44002686
conservation-area,,local-authority-eng:CON,DCO140,44002686
conservation-area,,government-organisation:PB1164,2933,44002687
conservation-area,,local-authority-eng:CON,64,44002687
conservation-area,,local-authority-eng:CON,DCO122,44002687
conservation-area,,government-organisation:PB1164,6103,44002688
conservation-area,,government-organisation:PB1164,6100,44002689
conservation-area,,government-organisation:PB1164,6098,44002690
conservation-area,,government-organisation:PB1164,6101,44002691
conservation-area,,government-organisation:PB1164,6099,44002692
conservation-area,,government-organisation:PB1164,6102,44002693
conservation-area,,government-organisation:PB1164,6104,44002694
conservation-area,,government-organisation:PB1164,5319,44002695
conservation-area,,government-organisation:PB1164,5327,44002696
conservation-area,,government-organisation:PB1164,5317,44002697
conservation-area,,government-organisation:PB1164,5323,44002698
conservation-area,,government-organisation:PB1164,5325,44002699
conservation-area,,government-organisation:PB1164,5328,44002700
conservation-area,,government-organisation:PB1164,5321,44002701
conservation-area,,government-organisation:PB1164,5322,44002702
conservation-area,,government-organisation:PB1164,5318,44002703
conservation-area,,government-organisation:PB1164,5324,44002704
conservation-area,,government-organisation:PB1164,5326,44002705
conservation-area,,government-organisation:PB1164,4705,44002706
conservation-area,,government-organisation:PB1164,4710,44002707
conservation-area,,government-organisation:PB1164,4724,44002708
conservation-area,,government-organisation:PB1164,4716,44002709
conservation-area,,government-organisation:PB1164,4714,44002710
conservation-area,,government-organisation:PB1164,957,44002711
conservation-area,,government-organisation:PB1164,932,44002712
conservation-area,,government-organisation:PB1164,940,44002713
conservation-area,,government-organisation:PB1164,906,44002714
conservation-area,,government-organisation:PB1164,945,44002715
conservation-area,,government-organisation:PB1164,954,44002716
conservation-area,,government-organisation:PB1164,949,44002717
conservation-area,,government-organisation:PB1164,956,44002718
conservation-area,,government-organisation:PB1164,943,44002719
conservation-area,,government-organisation:PB1164,941,44002720
conservation-area,,government-organisation:PB1164,959,44002721
conservation-area,,government-organisation:PB1164,946,44002722
conservation-area,,government-organisation:PB1164,937,44002723
conservation-area,,government-organisation:PB1164,934,44002724
conservation-area,,government-organisation:PB1164,936,44002725
conservation-area,,government-organisation:PB1164,938,44002726
conservation-area,,government-organisation:PB1164,948,44002727
conservation-area,,government-organisation:PB1164,952,44002728
conservation-area,,government-organisation:PB1164,929,44002729
conservation-area,,government-organisation:PB1164,953,44002730
conservation-area,,government-organisation:PB1164,951,44002731
conservation-area,,government-organisation:PB1164,939,44002732
conservation-area,,government-organisation:PB1164,950,44002733
conservation-area,,government-organisation:PB1164,947,44002734
conservation-area,,government-organisation:PB1164,3504,44002735
conservation-area,,government-organisation:PB1164,3505,44002736
conservation-area,,government-organisation:PB1164,6257,44002737
conservation-area,,government-organisation:PB1164,6260,44002738
conservation-area,,government-organisation:PB1164,6264,44002739
conservation-area,,government-organisation:PB1164,6256,44002740
conservation-area,,government-organisation:PB1164,6333,44002741
conservation-area,,government-organisation:PB1164,6277,44002742
conservation-area,,government-organisation:PB1164,6261,44002743
conservation-area,,government-organisation:PB1164,6284,44002744
conservation-area,,government-organisation:PB1164,6258,44002745
conservation-area,,government-organisation:PB1164,6259,44002746
conservation-area,,government-organisation:PB1164,6269,44002747
conservation-area,,government-organisation:PB1164,6270,44002748
conservation-area,,government-organisation:PB1164,6275,44002749
conservation-area,,government-organisation:PB1164,6278,44002750
conservation-area,,government-organisation:PB1164,6281,44002751
conservation-area,,government-organisation:PB1164,6344,44002752
conservation-area,,government-organisation:PB1164,6390,44002753
conservation-area,,government-organisation:PB1164,6394,44002754
conservation-area,,government-organisation:PB1164,6399,44002755
conservation-area,,government-organisation:PB1164,6403,44002756
conservation-area,,government-organisation:PB1164,6406,44002757
conservation-area,,government-organisation:PB1164,6411,44002758
conservation-area,,government-organisation:PB1164,6418,44002759
conservation-area,,government-organisation:PB1164,6279,44002760
conservation-area,,government-organisation:PB1164,6271,44002761
conservation-area,,government-organisation:PB1164,6392,44002762
conservation-area,,government-organisation:PB1164,6273,44002763
conservation-area,,government-organisation:PB1164,6267,44002764
conservation-area,,government-organisation:PB1164,6396,44002765
conservation-area,,government-organisation:PB1164,6268,44002766
conservation-area,,government-organisation:PB1164,399,44002767
conservation-area,,government-organisation:PB1164,352,44002768
conservation-area,,government-organisation:PB1164,307,44002769
conservation-area,,government-organisation:PB1164,428,44002770
conservation-area,,government-organisation:PB1164,337,44002771
conservation-area,,government-organisation:PB1164,312,44002772
conservation-area,,government-organisation:PB1164,329,44002773
conservation-area,,government-organisation:PB1164,373,44002774
conservation-area,,government-organisation:PB1164,343,44002775
conservation-area,,government-organisation:PB1164,396,44002776
conservation-area,,government-organisation:PB1164,424,44002777
conservation-area,,government-organisation:PB1164,401,44002778
conservation-area,,government-organisation:PB1164,327,44002779
conservation-area,,government-organisation:PB1164,346,44002780
conservation-area,,government-organisation:PB1164,349,44002781
conservation-area,,government-organisation:PB1164,381,44002782
conservation-area,,government-organisation:PB1164,391,44002783
conservation-area,,government-organisation:PB1164,408,44002784
conservation-area,,government-organisation:PB1164,317,44002785
conservation-area,,government-organisation:PB1164,426,44002786
conservation-area,,government-organisation:PB1164,413,44002787
conservation-area,,government-organisation:PB1164,387,44002788
conservation-area,,government-organisation:PB1164,415,44002789
conservation-area,,government-organisation:PB1164,303,44002790
conservation-area,,government-organisation:PB1164,4814,44002791
conservation-area,,government-organisation:PB1164,4822,44002792
conservation-area,,local-authority-eng:BEX,COA00000714,44002792
conservation-area,,government-organisation:PB1164,4835,44002793
conservation-area,,government-organisation:PB1164,4843,44002794
conservation-area,,government-organisation:PB1164,4819,44002795
conservation-area,,local-authority-eng:BEX,COA00000332,44002795
conservation-area,,government-organisation:PB1164,4817,44002796
conservation-area,,government-organisation:PB1164,4823,44002797
conservation-area,,local-authority-eng:BEX,COA00000527,44002797
conservation-area,,government-organisation:PB1164,4824,44002798
conservation-area,,government-organisation:PB1164,4827,44002799
conservation-area,,government-organisation:PB1164,4828,44002800
conservation-area,,local-authority-eng:BEX,COA00000600,44002800
conservation-area,,government-organisation:PB1164,4820,44002801
conservation-area,,local-authority-eng:BEX,COA00000718,44002801
conservation-area,,local-authority-eng:BEX,COA00000719,44002801
conservation-area,,local-authority-eng:BEX,COA00000720,44002801
conservation-area,,government-organisation:PB1164,4816,44002802
conservation-area,,government-organisation:PB1164,4830,44002803
conservation-area,,government-organisation:PB1164,4829,44002804
conservation-area,,government-organisation:PB1164,4831,44002805
conservation-area,,government-organisation:PB1164,4832,44002806
conservation-area,,government-organisation:PB1164,4833,44002807
conservation-area,,local-authority-eng:BEX,COA00000449,44002807
conservation-area,,government-organisation:PB1164,4815,44002808
conservation-area,,government-organisation:PB1164,4821,44002809
conservation-area,,government-organisation:PB1164,4847,44002810
conservation-area,,government-organisation:PB1164,4848,44002811
conservation-area,,government-organisation:PB1164,4840,44002812
conservation-area,,government-organisation:PB1164,6979,44002813
conservation-area,,local-authority-eng:BRY,COA00000026,44002813
conservation-area,,government-organisation:PB1164,6951,44002814
conservation-area,,government-organisation:PB1164,6953,44002815
conservation-area,,local-authority-eng:BRY,COA00000617,44002815
conservation-area,,government-organisation:PB1164,6994,44002816
conservation-area,,government-organisation:PB1164,6960,44002817
conservation-area,,government-organisation:PB1164,6967,44002818
conservation-area,,government-organisation:PB1164,6989,44002819
conservation-area,,local-authority-eng:BRY,COA00000716,44002819
conservation-area,,government-organisation:PB1164,6987,44002820
conservation-area,,government-organisation:PB1164,6975,44002821
conservation-area,,local-authority-eng:BRY,COA00000729,44002821
conservation-area,,government-organisation:PB1164,6969,44002822
conservation-area,,government-organisation:PB1164,6962,44002823
conservation-area,,local-authority-eng:BRY,COA00000731,44002823
conservation-area,,government-organisation:PB1164,6995,44002824
conservation-area,,local-authority-eng:BRY,COA00000734,44002824
conservation-area,,government-organisation:PB1164,6985,44002825
conservation-area,,local-authority-eng:BRY,COA00000557,44002825
conservation-area,,government-organisation:PB1164,6959,44002826
conservation-area,,government-organisation:PB1164,6970,44002827
conservation-area,,local-authority-eng:BRY,COA00000553,44002827
conservation-area,,government-organisation:PB1164,5272,44002828
conservation-area,,government-organisation:PB1164,6978,44002829
conservation-area,,local-authority-eng:BRY,COA00000556,44002829
conservation-area,,government-organisation:PB1164,6982,44002830
conservation-area,,local-authority-eng:BRY,COA00000746,44002830
conservation-area,,government-organisation:PB1164,6980,44002831
conservation-area,,local-authority-eng:BRY,COA00000721,44002831
conservation-area,,government-organisation:PB1164,6965,44002832
conservation-area,,government-organisation:PB1164,6964,44002833
conservation-area,,government-organisation:PB1164,6991,44002834
